tournament,date,series,court,surface,round,best_of,player_1,player_2,winner,rank_1,rank_2,source,set_scores,set1_player1,set1_player2,set2_player1,set2_player2,set3_player1,set3_player2,set4_player1,set4_player2,set5_player1,set5_player2
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,MANNARINO A.,THIEM D.,THIEM D.,44,5,ATP,"['3-6', '5-7', '2-6']",3,6,5,7,2,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,GARIN C.,TRAVAGLIA S.,GARIN C.,36,74,ATP,"['6-4', '6-3', '6-4']",6,4,6,3,6,4,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,TRUNGELLITI M.,SANDGREN T.,SANDGREN T.,202,100,ATP,"['1-6', '4-6', '5-7']",1,6,4,6,5,7,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,WAWRINKA S.,DZUMHUR D.,WAWRINKA S.,15,92,ATP,"['7-5', '6-7', '6-4', '6-4']",7,5,6,7,6,4,6,4,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,AUGER-ALIASSIME F.,GULBIS E.,GULBIS E.,22,256,ATP,"['5-7', '6-4', '6-7', '4-6']",5,7,6,4,6,7,4,6,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,KRAJINOVIC F.,HALYS Q.,KRAJINOVIC F.,41,215,ATP,"['7-6', '7-6', '3-6', '4-6', '7-5']",7,6,7,6,3,6,4,6,7,5
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,BUBLIK A.,THOMPSON J.,THOMPSON J.,56,66,ATP,"['4-6', '3-6', '2-6']",4,6,3,6,2,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,BEDENE A.,DUCKWORTH J.,BEDENE A.,55,94,ATP,"['6-4', '6-7', '6-7', '6-2', '6-4']",6,4,6,7,6,7,6,2,6,4
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,KOVALIK J.,CARRENO BUSTA P.,CARRENO BUSTA P.,139,30,ATP,"['4-6', '6-3', '1-6', '6-7']",4,6,6,3,1,6,6,7,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,NADAL R.,DELLIEN H.,NADAL R.,1,73,ATP,"['6-2', '6-3', '6-0']",6,2,6,3,6,0,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,UCHIYAMA Y.,YMER M.,YMER M.,93,78,ATP,"['4-6', '1-6', '2-6']",4,6,1,6,2,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,MMOH M.,ANDUJAR P.,MMOH M.,217,63,ATP,"['6-1', '6-4', '6-4']",6,1,6,4,6,4,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,KWON S.W.,BASILASHVILI N.,BASILASHVILI N.,87,29,ATP,"['7-6', '4-6', '5-7', '6-3', '3-6']",7,6,4,6,5,7,6,3,3,6
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,VERDASCO F.,DONSKOY E.,VERDASCO F.,51,106,ATP,"['7-5', '6-2', '6-1']",7,5,6,2,6,1,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,RAMOS-VINOLAS A.,BOLT A.,BOLT A.,42,140,ATP,"['6-7', '6-1', '7-6', '1-6', '4-6']",6,7,6,1,7,6,1,6,4,6
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,SEPPI A.,KECMANOVIC M.,SEPPI A.,85,54,ATP,"['6-4', '6-4', '7-6']",6,4,6,4,7,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,O'CONNELL C.,RUBLEV A.,RUBLEV A.,115,16,ATP,"['3-6', '6-0', '4-6', '6-7']",3,6,6,0,4,6,6,7,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,GOJOWCZYK P.,EUBANKS C.,GOJOWCZYK P.,120,221,ATP,"['7-6', '6-3', '4-6', '6-0']",7,6,6,3,4,6,6,0,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,BENCHETRIT E.,SUGITA Y.,SUGITA Y.,231,91,ATP,"['2-6', '0-6', '3-6']",2,6,0,6,3,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,HERBERT P.H.,NORRIE C.,HERBERT P.H.,64,62,ATP,"['7-5', '3-6', '3-6', '7-5', '6-4']",7,5,3,6,3,6,7,5,6,4
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,TIAFOE F.,MEDVEDEV D.,MEDVEDEV D.,50,4,ATP,"['3-6', '6-4', '4-6', '2-6']",3,6,6,4,4,6,2,6,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,KYRGIOS N.,SONEGO L.,KYRGIOS N.,26,53,ATP,"['6-2', '7-6', '7-6']",6,2,7,6,7,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,GASTON H.,MUNAR J.,MUNAR J.,247,90,ATP,"['5-7', '7-5', '0-6', '3-6']",5,7,7,5,0,6,3,6,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,FRITZ T.,GRIEKSPOOR T.,FRITZ T.,34,175,ATP,"['6-3', '6-3', '6-3']",6,3,6,3,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,CHARDY J.,GOFFIN D.,GOFFIN D.,58,11,ATP,"['4-6', '3-6', '1-6']",4,6,3,6,1,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,DELBONIS F.,SOUSA J.,DELBONIS F.,76,59,ATP,"['6-3', '6-4', '7-6']",6,3,6,4,7,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,GALAN D.E.,TABILO A.,TABILO A.,186,208,ATP,"['6-4', '3-6', '4-6', '7-6', '4-6']",6,4,3,6,4,6,7,6,4,6
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,ZVEREV A.,CECCHINATO M.,ZVEREV A.,7,77,ATP,"['6-4', '7-6', '6-3']",6,4,7,6,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,MONTEIRO T.,ISNER J.,ISNER J.,86,19,ATP,"['7-6', '6-7', '6-7', '6-7']",7,6,6,7,6,7,6,7,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,MARTINEZ P.,KOEPFER D.,MARTINEZ P.,168,89,ATP,"['6-3', '6-4', '7-5']",6,3,6,4,7,5,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,IVASHKA I.,ANDERSON K.,ANDERSON K.,149,122,ATP,"['4-6', '6-2', '6-4', '4-6', '6-7']",4,6,6,2,6,4,4,6,6,7
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,KARLOVIC I.,POSPISIL V.,KARLOVIC I.,124,138,ATP,"['7-6', '6-4', '7-5']",7,6,6,4,7,5,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,RUUD C.,GERASIMOV E.,GERASIMOV E.,48,98,ATP,"['3-6', '6-7', '6-1', '6-4', '6-7']",3,6,6,7,6,1,6,4,6,7
AUSTRALIAN OPEN,2020-01-21,GRAND SLAM,OUTDOOR,HARD,1ST ROUND,5,SIMON G.,CUEVAS P.,SIMON G.,61,46,ATP,"['6-1', '6-3', '6-3']",6,1,6,3,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,BERANKIS R.,QUERREY S.,QUERREY S.,69,45,ATP,"['6-7', '6-4', '4-6', '4-6']",6,7,6,4,4,6,4,6,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,PELLA G.,BARRERE G.,PELLA G.,25,84,ATP,"['6-1', '6-4', '3-6', '6-3']",6,1,6,4,3,6,6,3,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,EVANS D.,NISHIOKA Y.,NISHIOKA Y.,32,71,ATP,"['4-6', '3-6', '4-6']",4,6,3,6,4,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,CILIC M.,PAIRE B.,CILIC M.,39,21,ATP,"['6-2', '6-7', '3-6', '6-1', '7-6']",6,2,6,7,3,6,6,1,7,6
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,DAVIDOVICH FOKINA A.,SCHWARTZMAN D.,SCHWARTZMAN D.,88,14,ATP,"['1-6', '4-6', '2-6']",1,6,4,6,2,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,FUCSOVICS M.,SINNER J.,FUCSOVICS M.,67,82,ATP,"['6-4', '6-4', '6-3']",6,4,6,4,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,ITO T.,DJOKOVIC N.,DJOKOVIC N.,146,2,ATP,"['1-6', '4-6', '2-6']",1,6,4,6,2,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,SANDGREN T.,BERRETTINI M.,SANDGREN T.,100,8,ATP,"['7-6', '6-4', '4-6', '2-6', '7-5']",7,6,6,4,4,6,2,6,7,5
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,DIMITROV G.,PAUL T.,PAUL T.,20,80,ATP,"['4-6', '6-7', '6-3', '7-6', '6-7']",4,6,6,7,6,3,7,6,6,7
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,RAONIC M.,GARIN C.,RAONIC M.,35,36,ATP,"['6-3', '6-4', '6-2']",6,3,6,4,6,2,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,POLMANS M.,LAJOVIC D.,LAJOVIC D.,133,27,ATP,"['2-6', '4-6', '3-6']",2,6,4,6,3,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,MILLMAN J.,HURKACZ H.,MILLMAN J.,47,31,ATP,"['6-4', '7-5', '6-3']",6,4,7,5,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,MMOH M.,BAUTISTA AGUT R.,BAUTISTA AGUT R.,217,9,ATP,"['7-5', '2-6', '4-6', '1-6']",7,5,2,6,4,6,1,6,-1,-1
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,FOGNINI F.,THOMPSON J.,FOGNINI F.,12,66,ATP,"['7-6', '6-1', '3-6', '4-6', '7-6']",7,6,6,1,3,6,4,6,7,6
AUSTRALIAN OPEN,2020-01-22,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,KRAJINOVIC F.,FEDERER R.,FEDERER R.,41,3,ATP,"['1-6', '4-6', '1-6']",1,6,4,6,1,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,GULBIS E.,BEDENE A.,GULBIS E.,256,55,ATP,"['7-5', '6-3', '6-2']",7,5,6,3,6,2,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,MARTINEZ P.,MEDVEDEV D.,MEDVEDEV D.,168,4,ATP,"['5-7', '1-6', '3-6']",5,7,1,6,3,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,THIEM D.,BOLT A.,THIEM D.,5,140,ATP,"['6-2', '5-7', '6-7', '6-1', '6-2']",6,2,5,7,6,7,6,1,6,2
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,GERASIMOV E.,ZVEREV A.,ZVEREV A.,98,7,ATP,"['6-7', '4-6', '5-7']",6,7,4,6,5,7,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,POPYRIN A.,MUNAR J.,POPYRIN A.,96,90,ATP,"['6-2', '7-6', '6-2']",6,2,7,6,6,2,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,KARLOVIC I.,MONFILS G.,MONFILS G.,124,10,ATP,"['6-4', '6-7', '4-6', '5-7']",6,4,6,7,4,6,5,7,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,RUBLEV A.,SUGITA Y.,RUBLEV A.,16,91,ATP,"['6-2', '6-3', '7-6']",6,2,6,3,7,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,BASILASHVILI N.,VERDASCO F.,VERDASCO F.,29,51,ATP,"['6-4', '6-7', '4-6', '4-6']",6,4,6,7,4,6,4,6,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,ISNER J.,TABILO A.,ISNER J.,19,208,ATP,"['6-4', '6-3', '6-2']",6,4,6,3,6,2,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,HERBERT P.H.,GOFFIN D.,GOFFIN D.,64,11,ATP,"['1-6', '4-6', '6-4', '6-1', '3-6']",1,6,4,6,6,4,6,1,3,6
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,KHACHANOV K.,YMER M.,KHACHANOV K.,17,78,ATP,"['6-2', '2-6', '6-4', '3-6', '7-6']",6,2,2,6,6,4,3,6,7,6
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,GOJOWCZYK P.,CARRENO BUSTA P.,CARRENO BUSTA P.,120,30,ATP,"['4-6', '1-6', '6-1', '4-6']",4,6,1,6,6,1,4,6,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,KYRGIOS N.,SIMON G.,KYRGIOS N.,26,61,ATP,"['6-2', '6-4', '4-6', '7-5']",6,2,6,4,4,6,7,5,-1,-1
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,SEPPI A.,WAWRINKA S.,WAWRINKA S.,85,15,ATP,"['6-4', '5-7', '3-6', '6-3', '4-6']",6,4,5,7,3,6,6,3,4,6
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,FRITZ T.,ANDERSON K.,FRITZ T.,34,122,ATP,"['4-6', '6-7', '7-6', '6-2', '6-2']",4,6,6,7,7,6,6,2,6,2
AUSTRALIAN OPEN,2020-01-23,GRAND SLAM,OUTDOOR,HARD,2ND ROUND,5,DELBONIS F.,NADAL R.,NADAL R.,76,1,ATP,"['3-6', '6-7', '1-6']",3,6,6,7,1,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,SCHWARTZMAN D.,LAJOVIC D.,SCHWARTZMAN D.,14,27,ATP,"['6-2', '6-3', '7-6']",6,2,6,3,7,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,PAUL T.,FUCSOVICS M.,FUCSOVICS M.,80,67,ATP,"['1-6', '1-6', '4-6']",1,6,1,6,4,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,CILIC M.,BAUTISTA AGUT R.,CILIC M.,39,9,ATP,"['6-7', '6-4', '6-0', '5-7', '6-3']",6,7,6,4,6,0,5,7,6,3
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,NISHIOKA Y.,DJOKOVIC N.,DJOKOVIC N.,71,2,ATP,"['3-6', '2-6', '2-6']",3,6,2,6,2,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,SANDGREN T.,QUERREY S.,SANDGREN T.,100,45,ATP,"['6-4', '6-4', '6-4']",6,4,6,4,6,4,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,TSITSIPAS S.,RAONIC M.,RAONIC M.,6,35,ATP,"['5-7', '4-6', '6-7']",5,7,4,6,6,7,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,FOGNINI F.,PELLA G.,FOGNINI F.,12,25,ATP,"['7-6', '6-2', '6-3']",7,6,6,2,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-24,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,MILLMAN J.,FEDERER R.,FEDERER R.,47,3,ATP,"['6-4', '6-7', '4-6', '6-4', '6-7']",6,4,6,7,4,6,6,4,6,7
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,MONFILS G.,GULBIS E.,MONFILS G.,10,256,ATP,"['7-6', '6-4', '6-3']",7,6,6,4,6,3,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,FRITZ T.,THIEM D.,THIEM D.,34,5,ATP,"['2-6', '4-6', '7-6', '4-6']",2,6,4,6,7,6,4,6,-1,-1
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,RUBLEV A.,GOFFIN D.,RUBLEV A.,16,11,ATP,"['2-6', '7-6', '6-4', '7-6']",2,6,7,6,6,4,7,6,-1,-1
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,CARRENO BUSTA P.,NADAL R.,NADAL R.,30,1,ATP,"['1-6', '2-6', '4-6']",1,6,2,6,4,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,KYRGIOS N.,KHACHANOV K.,KYRGIOS N.,26,17,ATP,"['6-2', '7-6', '6-7', '6-7', '7-6']",6,2,7,6,6,7,6,7,7,6
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,VERDASCO F.,ZVEREV A.,ZVEREV A.,51,7,ATP,"['2-6', '2-6', '4-6']",2,6,2,6,4,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-25,GRAND SLAM,OUTDOOR,HARD,3RD ROUND,5,MEDVEDEV D.,POPYRIN A.,MEDVEDEV D.,4,96,ATP,"['6-4', '6-3', '6-2']",6,4,6,3,6,2,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-26,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,CILIC M.,RAONIC M.,RAONIC M.,39,35,ATP,"['4-6', '3-6', '5-7']",4,6,3,6,5,7,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-26,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,DJOKOVIC N.,SCHWARTZMAN D.,DJOKOVIC N.,2,14,ATP,"['6-3', '6-4', '6-4']",6,3,6,4,6,4,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-26,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,FOGNINI F.,SANDGREN T.,SANDGREN T.,12,100,ATP,"['6-7', '5-7', '7-6', '4-6']",6,7,5,7,7,6,4,6,-1,-1
AUSTRALIAN OPEN,2020-01-26,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,FEDERER R.,FUCSOVICS M.,FEDERER R.,3,67,ATP,"['4-6', '6-1', '6-2', '6-2']",4,6,6,1,6,2,6,2,-1,-1
AUSTRALIAN OPEN,2020-01-27,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,MONFILS G.,THIEM D.,THIEM D.,10,5,ATP,"['2-6', '4-6', '4-6']",2,6,4,6,4,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-27,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,WAWRINKA S.,MEDVEDEV D.,WAWRINKA S.,15,4,ATP,"['6-2', '2-6', '4-6', '7-6', '6-2']",6,2,2,6,4,6,7,6,6,2
AUSTRALIAN OPEN,2020-01-27,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,KYRGIOS N.,NADAL R.,NADAL R.,26,1,ATP,"['3-6', '6-3', '6-7', '6-7']",3,6,6,3,6,7,6,7,-1,-1
AUSTRALIAN OPEN,2020-01-27,GRAND SLAM,OUTDOOR,HARD,4TH ROUND,5,ZVEREV A.,RUBLEV A.,ZVEREV A.,7,16,ATP,"['6-4', '6-4', '6-4']",6,4,6,4,6,4,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-28,GRAND SLAM,OUTDOOR,HARD,QUARTERFINALS,5,SANDGREN T.,FEDERER R.,FEDERER R.,100,3,ATP,"['3-6', '6-2', '6-2', '6-7', '3-6']",3,6,6,2,6,2,6,7,3,6
AUSTRALIAN OPEN,2020-01-28,GRAND SLAM,OUTDOOR,HARD,QUARTERFINALS,5,DJOKOVIC N.,RAONIC M.,DJOKOVIC N.,2,35,ATP,"['6-4', '6-3', '7-6']",6,4,6,3,7,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-29,GRAND SLAM,OUTDOOR,HARD,QUARTERFINALS,5,WAWRINKA S.,ZVEREV A.,ZVEREV A.,15,7,ATP,"['6-1', '3-6', '4-6', '2-6']",6,1,3,6,4,6,2,6,-1,-1
AUSTRALIAN OPEN,2020-01-29,GRAND SLAM,OUTDOOR,HARD,QUARTERFINALS,5,THIEM D.,NADAL R.,THIEM D.,5,1,ATP,"['7-6', '7-6', '4-6', '7-6']",7,6,7,6,4,6,7,6,-1,-1
AUSTRALIAN OPEN,2020-01-30,GRAND SLAM,OUTDOOR,HARD,SEMIFINALS,5,FEDERER R.,DJOKOVIC N.,DJOKOVIC N.,3,2,ATP,"['6-7', '4-6', '3-6']",6,7,4,6,3,6,-1,-1,-1,-1
AUSTRALIAN OPEN,2020-01-31,GRAND SLAM,OUTDOOR,HARD,SEMIFINALS,5,THIEM D.,ZVEREV A.,THIEM D.,5,7,ATP,"['3-6', '6-4', '7-6', '7-6']",3,6,6,4,7,6,7,6,-1,-1
AUSTRALIAN OPEN,2020-02-02,GRAND SLAM,OUTDOOR,HARD,THE FINAL,5,THIEM D.,DJOKOVIC N.,DJOKOVIC N.,5,2,ATP,"['4-6', '6-4', '6-2', '3-6', '4-6']",4,6,6,4,6,2,3,6,4,6
CORDOBA OPEN,2020-02-03,ATP250,OUTDOOR,CLAY,1ST ROUND,3,BALAZS A.,SONEGO L.,BALAZS A.,108,52,ATP,"['6-2', '7-6']",6,2,7,6,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-03,ATP250,OUTDOOR,CLAY,1ST ROUND,3,FICOVICH J.P.,MAGER G.,MAGER G.,244,133,ATP,"['2-6', '6-3', '2-6']",2,6,6,3,2,6,-1,-1,-1,-1
CORDOBA OPEN,2020-02-03,ATP250,OUTDOOR,CLAY,1ST ROUND,3,CUEVAS P.,DELBONIS F.,CUEVAS P.,48,74,ATP,"['7-5', '6-2']",7,5,6,2,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,VERDASCO F.,TABERNER C.,TABERNER C.,49,198,ATP,"['6-4', '1-6', '4-6']",6,4,1,6,4,6,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,MARTIN A.,CORIA F.,MARTIN A.,100,116,ATP,"['7-6', '6-4']",7,6,6,4,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,GAIO F.,MARTINEZ P.,MARTINEZ P.,124,150,ATP,"['6-4', '3-6', '4-6']",6,4,3,6,4,6,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,RAMOS-VINOLAS A.,BAGNIS F.,RAMOS-VINOLAS A.,42,135,ATP,"['6-4', '7-6']",6,4,7,6,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,HORANSKY F.,ANDUJAR P.,ANDUJAR P.,173,63,ATP,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,MOUTET C.,MONTEIRO T.,MOUTET C.,71,89,ATP,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,DELLIEN H.,CACHIN P.,CACHIN P.,77,354,ATP,"['1-6', '1-6']",1,6,1,6,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-04,ATP250,OUTDOOR,CLAY,1ST ROUND,3,LONDERO J.I.,CECCHINATO M.,LONDERO J.I.,50,72,ATP,"['6-2', '7-5']",6,2,7,5,-1,-1,-1,-1,-1,-1
CORDOBA OPEN,2020-02-05,ATP250,OUTDOOR,CLAY,1ST ROUND,3,MAYER L.,MUNAR J.,MUNAR J.,103,87,ATP,"['4-6', '3-6']",4,6,3,6,-1,-1,-1,-1,-1,-1
